observations,centile,subject_ids,AUDITORY,COGNITIVE,EMOTION,GUSTATORY,MEDIAL_WALL,MOTOR,OLFACTORY,SOMATOSENSORY,VISION,VISION_V1
12,0.75,12,1.8737373478581774,1.4859871900551613,1.4302964463807415,1.8262695333467955,0.2047512634341624,2.231916596986311,1.1164263587995826,1.7384950864950983,1.6289022338511294,1.3745474101919815
12,0.95,12,1.9572490557379987,1.5346327156211386,1.4901547990346151,1.9215485512865065,0.2192119165870113,2.310740987585291,1.205539727545783,1.8167374280077941,1.7017324223888202,1.4304729439723238
13,0.05,13,1.6001831758551472,1.1771051388542144,0.4925875288820528,1.3755814073376484,0.1287402569983328,1.7682197236143744,0.717201359295171,1.4447193898867958,1.3482670253340676,1.0634152604926972
13,0.25,13,1.7626798623407742,1.3508335043121136,1.0889200858669104,1.6151293477110478,0.16063995262969907,2.0717070541458016,0.9227080304756129,1.6053889709700833,1.4696111031390677,1.3326656914742925
13,0.5,13,1.8357381676067428,1.4184260038502017,1.2898388390317554,1.7145512937098488,0.17540368583830168,2.1783318022165705,1.008870388532884,1.6742660103821232,1.5263401836583428,1.4323500153921103
13,0.75,13,1.9041280343665037,1.4675187804881424,1.3961823491511585,1.7905643538423848,0.1865182841527475,2.2623151137378525,1.0737038581300113,1.7321286149247248,1.5716576623906695,1.5338568100481609
13,0.95,13,2.0111973489285377,1.533225849516804,1.5212569489491363,1.897759529405512,0.19989281761321925,2.390065096399776,1.165631562699841,1.8167327689293222,1.6308059014848935,1.7058263671018212
14,0.05,14,1.6225389095821168,1.3396337324656298,1.2598032075069163,1.5490351232721076,0.16084998853763968,1.9630907624459455,0.8788093621845788,1.4936499467465074,1.4147118687486957,1.1615076924551384
14,0.25,14,1.753241560921231,1.414627582622834,1.3464047662095728,1.6936474276452809,0.18292227823501794,2.1065980924972,1.0040362675949372,1.6240263704448983,1.5270506795502297,1.2701781189720194
14,0.5,14,1.8153251500295549,1.4520479119357963,1.3925182196275936,1.7628925456367501,0.19407493869532302,2.1716051776832357,1.0642870779182534,1.6840315945597388,1.581336714850527,1.3240512081754692
14,0.75,14,1.871107366512493,1.4858629920273214,1.4346614443338448,1.8259150888401403,0.20424601130030545,2.226661470429282,1.1211241891143267,1.7369616605798228,1.6311064374922342,1.3672825807095454
14,0.95,14,1.9541896512188042,1.5343215458299062,1.4939393319508554,1.9210178225492216,0.21873404800324905,2.304774670977235,1.210902477117246,1.8150379396215142,1.704327139878456,1.4228137075281857
15,0.05,15,1.6460423060417047,1.3412983768427418,1.2335002292097945,1.5749739010392543,0.1667949383626386,2.012337364169455,0.8249775391705298,1.5261392333817159,1.4216526408609211,1.215012029566263
15,0.25,15,1.7680879271706045,1.4164317414865868,1.331875192588094,1.709799361305685,0.1865850369124496,2.1370327184621614,0.9733086340526708,1.6431271195752197,1.5303314925047595,1.3092949807025003
15,0.5,15,1.8282494990245397,1.4540371869417503,1.3815104588330547,1.7769729057672823,0.19722175512069498,2.1972078151706533,1.0396486993286345,1.6999746349852562,1.5836547108818586,1.356709001787506
15,0.75,15,1.8843436001780167,1.4882115461251328,1.4256524772229873,1.8403552290680527,0.20722983846804682,2.2520490220660476,1.0967702596808577,1.7527403393631702,1.6329145971017422,1.3977872888954703
