observations,centile,subject_ids,AUDITORY,COGNITIVE,EMOTION,GUSTATORY,MEDIAL_WALL,MOTOR,OLFACTORY,SOMATOSENSORY,VISION,VISION_V1
10,0.75,10,1421.228896362819,4166.231547468791,1048.3749312265925,190.58860750707123,503.7062210813917,3152.4621232962613,144.38526547785688,2265.172530753774,7489.6506251249475,1794.178595564278
10,0.95,10,1582.575939718044,4558.88197537613,1158.4456303288862,216.31844143303124,588.3225592926067,3464.334640121836,170.4139362071479,2506.273623452275,8234.263727098893,1974.7325365805086
11,0.05,11,1059.0577592176187,3174.5452154211125,777.0805300864471,135.3508253911752,333.36316795437517,2325.0273445500397,93.2467461479243,1664.0250124687984,5720.378679244823,1319.8275957491592
11,0.25,11,1182.5485253835589,3496.004441028322,870.5927647717705,154.89096580872322,391.6521224246737,2629.780758041892,113.53537836101376,1880.8923266981878,6357.192131188747,1517.1962968605571
11,0.5,11,1256.8922413888715,3693.4564145549325,926.5814324496416,166.67523689677228,427.08434813454863,2803.3427146613494,124.90363364360074,2006.7711126075096,6737.6829036889485,1625.1367672087242
11,0.75,11,1331.0234571918056,3887.675878822693,981.2696131200138,178.3725388630983,463.06705615765856,2965.354345066684,136.34694784683262,2127.208075995395,7117.6947994484235,1723.9532526348614
11,0.95,11,1457.5700797490827,4202.30630715348,1070.437821524211,198.6745240624479,527.4347997610457,3219.965874654117,157.86043183376637,2323.269060671211,7753.458774042432,1880.7784329414023
12,0.05,12,1151.683331557158,3459.7395133852633,849.3893548743388,148.1773470581247,373.3831943797067,2557.886213894614,102.64884673933656,1825.445118466251,6128.064900983293,1419.132640021122
12,0.25,12,1260.7555319658798,3745.0126789194164,931.3773393481068,165.6638720307389,425.4954884113094,2814.209089312324,120.55200589221461,2011.3488921141638,6694.224285097847,1591.264075280636
12,0.5,12,1335.3531947968947,3942.447827019736,986.3977295283328,177.31931729901726,461.33677244429816,2976.5048546084554,131.68952427941613,2132.084377184364,7072.216324728095,1691.7944614545602
